doc_id,text,processed_text
1077,Where can I buy cheap clothes in bulk?,buy cheap cloth bulk
1078,How can I become a true computer science engineer?,becom true comput scienc engin
1081,How ClockWorkMod works for phones NOT having bootloader unlocked?,clockworkmod work phone bootload unlock
1082,What is bss engineer?,bss engin
1083,Is it right option from being Android Developer to become Translator after 3 years in software development field?,right option android develop becom translat year softwar develop field
1084,Why do I get punished by Quora moderators when I put Israel and Judaism in a negative light?,get punish quora moder put israel judaism neg light
1085,How do I excel in computer sciece & programing without wasting four years in CS degree in Indian engineering college?,excel comput sciec program without wast four year degre indian engin colleg
1086,What can you do in lucid dreams?,lucid dream
1087,How was your experience of Lucid dreaming?,experi lucid dream
1089,What does it feel like to be attractive and desired by many?,feel like attract desir mani
1090,Is it possible to do CA after 12th Science?,possibl scienc
1091,What should be done further to apply for Ph.D fellowship from a government institution if I have cleared TIFR GS 2016 written test?,done appli fellowship govern institut clear tifr written test
1094,What is it like to study math at UCLA?,like studi math ucla
1095,Could USC buy UCLA?,could usc buy ucla
1096,What is the best lesson in life?,best lesson life
1097,What is the most important lesson you have learned from life?,import lesson learn life
1098,What are some Interesting mobile apps?,interest mobil app
1099,What are the best mobile apps for recruiters?,best mobil app recruit
1100,How will Trump's presidency affect Indian students who are planning to do a PhD in the US?,trump presid affect indian student plan phd
1101,How would Trump presidency affect Indian students in the US?,would trump presid affect indian student
1102,What are the various Batman movies in the series? (In order),variou batman movi seri order
1103,What is the order of the Batman: Arkham games?,order batman arkham game
1104,What are the best daily life hacks one can use to make his life easy?,best daili life hack one use make life easi
1105,What are the hacks in daily life?,hack daili life
1107,How much weight do I lose by purging after every time I eat?,much weight lose purg everi time eat
1108,What is your favourite anime character and why?,favourit anim charact
1109,What is your favorite anime character? And why?,favorit anim charact
1110,How do ATM machines work internally?,atm machin work intern
1111,How does ATM transaction work?,atm transact work
1112,How many Mechanical Engineers graduate from India per year?,mani mechan engin graduat india per year
1113,How many mechanical engineers graduate per year in India?,mani mechan engin graduat per year india
1114,How do I start a successful private equity firm?,start success privat equiti firm
1115,What do you need to start your own private equity firm?,need start privat equiti firm
1116,What are most underrated date activities?,underr date activ
1117,What is the most underrated activity?,underr activ
1118,What are some common facts every mechanical engineer should know?,common fact everi mechan engin know
1119,What should all mechanical engineering students know?,mechan engin student know
1120,What can be the medium budget to visit best places in Kerala for three members (2-3 days)?,medium budget visit best place kerala three member day
1121,What are the best places to visit in Kerala for college students?,best place visit kerala colleg student
1122,"Why is Quora Digest filled with questions about Google, IQ, and China?",quora digest fill question googl china
1123,Why are there so many questions about IQ questions on Quora?,mani question question quora
1124,How would you destroy the world?,would destroy world
1125,How can I destroy the world?,destroy world
1126,How can I earn money from YouTube?,earn money youtub
1127,How do I make money through YouTube?,make money youtub
1128,What are the differences between particles and molecules?,differ particl molecul
1129,How can I entirely turn off syntax highlighting in Sublime Text for Golang?,entir turn syntax highlight sublim text golang
1130,"On Facebook, how can I add mutual friends?",facebook add mutual friend
1131,Can I see an ordered list of the people with whom I share the most mutual friends on Facebook?,see order list peopl share mutual friend facebook
1132,"What is Russian president Vladmir Putin like as a person, to his closest friends and family?",russian presid vladmir putin like person closest friend famili
1133,"When did Putin become a public person, and what was his ""rise to fame"" like?",putin becom public person rise fame like
1134,How do I start writing again?,start write
1135,How do I start writing?,start write
1136,If time started because of the big bang happening then how could the big bang start because there was no time for the big bang to start?,time start big bang happen could big bang start time big bang start
1137,How did the Big Bang happen when there wasn't any time for it to happen in?,big bang happen time happen
1138,How does it feel to be in a relationship than being single and how does our life changes when we are in a relationship?,feel relationship singl life chang relationship
1139,Why do I want to stay single all my life after my breakup? Why do I feel like I am done with this serious relationship thing?,want stay singl life breakup feel like done seriou relationship thing
1140,How can I start civil service exam preparation from scratch?,start civil servic exam prepar scratch
1141,When should I start preparing for the civil service exam?,start prepar civil servic exam
1142,What are the non-invasive blood glucose monitoring systems abroad?,non invas blood glucos monitor system abroad
1143,What are the non-invasive blood glucose monitoring systems in India?,non invas blood glucos monitor system india
1146,"What does ""the more things change the more they stay the same"" mean?",thing chang stay mean
